state,district,slots,today,Total doses til date,avgdaily,slots 18-44,today 18,avgdaily 18-44,Total doses til date 18,wastage %,wastage,doses
Assam,Sivasagar,0,0,67756,721,0,0,170,14630,0.0,0,0
Assam,Tinsukia,0,970,81186,941,0,191,174,24782,3.36,39,1161
Assam,Baksa,0,47,47201,502,329,268,213,14859,7.94,25,315
Assam,Barpeta,0,48,125885,831,0,46,646,30674,17.02,16,94
Assam,Darrang,0,462,67028,920,0,402,569,24050,4.17,36,864
Assam,Kamrup Metropolitan,0,2022,237486,2325,0,817,5501,203897,3.21,91,2839
Assam,Kamrup Rural,81,287,163241,1680,0,52,726,50907,15.04,51,339
Assam,Karbi-Anglong,0,19,36519,264,0,0,528,18309,5.26,1,19
Assam,Nalbari,0,132,54951,597,0,21,453,17077,4.58,7,153
Assam,Golaghat,0,240,78479,1092,0,150,487,24827,0.0,0,390
Assam,Jorhat,0,0,86252,697,0,0,283,28812,0.0,0,0
Assam,Morigaon,0,195,64459,653,0,0,56,14871,2.56,5,195
Assam,Nagaon,0,477,127063,801,0,1440,542,36965,3.29,63,1917
Assam,Bongaigaon,0,200,56273,348,0,58,532,24180,27.91,72,258
Assam,Chirang,0,0,26190,129,0,0,260,14008,0.0,0,0
Assam,Dhubri,13,116,73910,386,0,622,427,22637,1.63,12,738
Assam,Goalpara,0,0,54636,296,0,0,736,27243,0.0,0,0
Assam,Kokrajhar,10,76,46589,256,0,217,551,23451,19.45,57,293
Assam,Dhemaji,0,715,62246,650,0,640,564,21028,5.54,75,1355
Assam,Lakhimpur,0,232,75132,1069,0,1,472,24305,3.0,7,233
Assam,Sonitpur,89,162,98903,483,0,205,446,35240,11.72,43,367
Assam,Udalguri,0,0,45071,427,0,0,419,18455,0.0,0,0
Assam,Cachar,23,164,94854,659,0,1,1100,34432,9.09,15,165
Assam,Dima Hasao,150,24,19577,32,0,0,320,10022,66.67,16,24
Assam,Hailakandi,0,402,47525,505,0,883,355,19721,5.84,75,1285
Assam,Karimganj,0,86,61405,608,0,899,365,24215,4.57,45,985
Bihar,Madhepura,1433,227,119320,142,0,277,1211,39378,7.59,36,474
Bihar,Saharsa,0,201,124654,219,0,14,1040,38092,11.63,25,215
Bihar,Supaul,0,264,124420,287,0,47,1613,42214,9.32,29,311
Bihar,Purnia,0,1061,224283,904,0,164,1317,79408,10.2,125,1225
Bihar,Araria,10,469,139113,585,0,276,1409,49694,4.7,35,745
Bihar,Katihar,177,802,116877,309,0,408,2186,64847,7.44,90,1210
Bihar,Kishanganj,0,313,77200,202,0,1245,1173,34811,5.91,92,1558
Bihar,Aurangabad,0,510,102898,748,0,136,864,45510,9.91,64,646
Bihar,Arwal,0,125,34280,101,0,0,324,13312,12.0,15,125
Bihar,Gaya,9530,1485,221693,856,0,162,1862,101648,6.86,113,1647
Bihar,Kaimur,2439,213,93392,390,0,100,703,31584,5.43,17,313
Bihar,Rohtas,1053,874,165943,875,0,16,1420,60046,2.25,20,890
Bihar,Bhagalpur,0,686,214088,852,0,268,1503,79151,2.73,26,954
Bihar,Banka,168,256,124918,244,228,669,757,37518,0.54,5,925
Bihar,Lakhisarai,15,124,45618,181,0,47,662,19525,5.26,9,171
Bihar,Munger,0,230,83318,259,0,211,814,33989,2.04,9,441
Bihar,Muzaffarpur,0,561,238711,645,0,173,2250,113449,4.9,36,734
Bihar,Sheohar,0,171,55943,144,0,0,348,13143,5.26,9,171
Bihar,Sitamarhi,0,364,178110,254,0,6,1753,61536,13.51,50,370
Bihar,Vaishali,13,680,218815,681,0,388,1885,63816,11.42,122,1068
Bihar,Nalanda,1737,346,224088,352,0,282,1371,72855,3.5,22,628
Bihar,Jehanabad,9,69,62242,99,0,65,525,28099,11.94,16,134
Bihar,Nawada,6218,403,131209,312,228,274,1478,44722,10.78,73,677
Bihar,Sheikhpura,0,22,41306,82,0,40,360,13477,12.9,8,62
Bihar,Darbhanga,0,1357,260335,1262,0,67,2124,88810,3.23,46,1424
Bihar,Madhubani,0,1840,256779,791,0,64,1989,81272,1.37,26,1904
Bihar,Samastipur,0,354,248956,443,0,24,1580,87600,3.17,12,378
Bihar,Patna,183,3632,497804,1853,0,931,5970,220318,4.76,217,4563
Bihar,Begusarai,0,680,200162,547,0,71,1284,67923,9.19,69,751
Bihar,Bhojpur,0,620,145547,457,0,54,919,56091,6.82,46,674
Bihar,Buxar,1424,409,109627,536,0,38,422,32280,7.38,33,447
Bihar,Khagaria,370,261,88165,238,0,37,771,31088,4.03,12,298
Bihar,Saran,0,1241,281602,862,0,156,1299,95298,13.1,183,1397
Bihar,Siwan,1892,1432,282374,920,0,140,1491,70729,6.23,98,1572
Bihar,Gopalganj,0,803,143865,591,0,131,1059,45738,6.0,56,934
Bihar,East Champaran,0,2821,252767,1836,0,107,2466,102708,5.19,152,2928
Bihar,West Champaran,394,402,159308,702,12,571,1914,72645,6.89,67,973
Bihar,Jamui,218,59,102808,147,146,818,1114,35920,2.62,23,877
Chandigarh,Chandigarh,122,265,195389,926,0,3598,3046,73139,2.25,87,3863
Chhattisgarh,Raipur,393,402,323253,381,0,155,99,62554,14.9,83,557
Chhattisgarh,Balod,5600,172,163795,195,0,0,1,9630,4.65,8,172
Chhattisgarh,Baloda bazar,351,73,183918,119,0,9,6,9944,21.95,18,82
Chhattisgarh,Balrampur,3950,67,126231,202,0,8,5,12158,6.67,5,75
Chhattisgarh,Bastar,451,124,137224,196,0,1,18,22271,36.0,45,125
Chhattisgarh,Bemetara,12098,0,92054,35,0,0,1,6252,0.0,0,0
Chhattisgarh,Bijapur,995,55,36128,30,0,5,8,17154,0.0,0,60
Chhattisgarh,Bilaspur,280,201,312858,220,0,20,23,30263,13.12,29,221
Chhattisgarh,Dantewada,234,4,56441,20,0,16,5,13654,0.0,0,20
Chhattisgarh,Dhamtari,553,34,168005,31,0,1,6,10389,14.29,5,35
Chhattisgarh,Durg,2119,271,334098,335,0,69,52,35685,20.59,70,340
Chhattisgarh,Gariaband,760,28,98911,65,0,0,0,6786,7.14,2,28
Chhattisgarh,Janjgir-Champa,0,235,260873,220,0,36,4,14816,7.01,19,271
Chhattisgarh,Jashpur,3658,266,154869,86,0,7,0,14837,9.89,27,273
Chhattisgarh,Kanker,4100,28,134183,54,0,2,12,21209,0.0,0,30
Chhattisgarh,Kondagaon,300,50,105228,95,0,1,4,10080,17.65,9,51
Chhattisgarh,Korba,1058,117,264722,862,0,38,21,18258,22.58,35,155
Chhattisgarh,Koriya,4966,402,102994,369,0,10,12,10543,33.5,138,412
Chhattisgarh,Mahasamund,0,0,237046,30,0,0,3,10388,0.0,0,0
Chhattisgarh,Mungeli,350,19,124279,8,0,0,1,6031,5.26,1,19
Chhattisgarh,Narayanpur,0,19,15744,14,0,81,2,7037,0.0,0,100
Chhattisgarh,Raigarh,1451,0,350829,59,0,0,1,25792,0.0,0,0
Chhattisgarh,Rajnandgaon,1719,57,278032,73,0,5,10,20469,29.03,18,62
Chhattisgarh,Sukma,0,0,49261,39,0,0,1,21208,0.0,0,0
Chhattisgarh,Surajpur,0,8,162209,36,0,0,6,12911,25.0,2,8
Chhattisgarh,Surguja,925,77,211458,59,0,3,4,16500,0.0,0,80
Chhattisgarh,Kawardha,3400,133,118365,312,0,33,191,12049,8.43,14,166
Chhattisgarh,Gaurela Pendra Marwahi ,1050,41,63821,67,0,0,1,4039,21.95,9,41
Dadra and Nagar Haveli,Dadra and Nagar Haveli,71,57,34553,118,0,1039,2219,42009,6.75,74,1096
Daman and Diu,Daman,0,68,28321,87,0,1678,2444,36039,0.8,14,1746
Daman and Diu,Diu,0,55,11024,85,0,272,595,11843,0.92,3,327
Delhi,New Delhi,0,89,236226,1226,39,516,1323,106015,4.13,25,605
Delhi,Central Delhi,0,42,268875,1146,0,391,2292,184081,1.62,7,433
Delhi,West Delhi,0,5,348623,867,0,14,130,133290,5.26,1,19
Delhi,North West Delhi,109,5,325990,1328,0,350,1339,172736,1.41,5,355
Delhi,South East Delhi,0,136,223424,1246,0,1302,3984,166760,2.92,42,1438
Delhi,East Delhi,0,22,185122,964,0,780,865,86201,2.24,18,802
Delhi,North Delhi,0,132,178021,710,0,1,154,120739,5.26,7,133
Delhi,North East Delhi,0,0,140539,906,0,0,194,105118,0.0,0,0
Delhi,Shahdara,0,0,189907,622,0,0,810,113247,0.0,0,0
Delhi,South Delhi,1,367,240811,1229,77,3906,5615,196816,1.59,68,4282
Delhi,South West Delhi,131,223,309786,1470,30,1252,2399,122916,1.69,25,1475
Goa,North Goa,208,1293,148750,1393,0,321,1186,52380,5.95,96,1614
Goa,South Goa,210,684,181561,1817,0,467,1104,46665,9.47,109,1151
Gujarat,Gandhinagar,0,1854,183044,1844,0,72,55,29475,6.96,134,1926
Gujarat,Ahmedabad,5,1893,351365,1360,0,53,86,26413,3.29,64,1946
Gujarat,Vadodara,111,2267,273520,2456,0,445,614,56945,2.88,78,2712
Gujarat,Kheda,97,4227,313329,2846,0,206,198,57538,5.8,257,4433
Gujarat,Surendranagar,0,1474,164227,2188,0,38,152,17887,7.14,108,1512
Gujarat,Aravalli,190,1090,223090,391,0,40,25,21620,6.19,70,1130
Gujarat,Banaskantha,0,1871,623100,2494,0,319,74,51509,6.39,140,2190
Gujarat,Mehsana,0,2776,370086,2518,1,5512,5530,102864,3.89,322,8288
Gujarat,Patan,2,1284,183300,1660,0,41,121,29512,12.45,165,1325
Gujarat,Sabarkantha,1,3063,268159,2217,0,161,24,32334,2.67,86,3224
Gujarat,Dang,0,90,30400,59,0,5,6,5401,15.79,15,95
Gujarat,Navsari,1,1136,257195,1045,0,32,58,29216,6.16,72,1168
Gujarat,Surat,198,1283,191269,1233,0,113,149,36435,8.17,114,1396
Gujarat,Tapi,0,1673,132880,1668,0,57,22,14865,4.62,80,1730
Gujarat,Valsad,167,874,245584,1050,0,782,590,39570,10.51,174,1656
Gujarat,Devbhumi Dwaraka,0,562,106774,397,0,239,50,17120,7.37,59,801
Gujarat,Jamnagar,0,385,160900,563,0,197,297,43170,8.25,48,582
Gujarat,Kutch,1033,873,260691,1210,0,4403,4067,93455,3.49,184,5276
Gujarat,Morbi,87,407,115415,659,0,100,24,11592,12.43,63,507
Gujarat,Porbandar,0,277,133333,111,0,56,53,17793,11.11,37,333
Gujarat,Rajkot,583,1153,246755,1574,0,5,15,23579,13.13,152,1158
Gujarat,Amreli,0,1168,236091,540,0,31,15,19801,10.09,121,1199
Gujarat,Bhavnagar,0,1340,224924,1181,0,28,31,45045,6.73,92,1368
Gujarat,Botad,390,364,60013,632,0,16,4,8565,21.05,80,380
Gujarat,Gir Somnath,195,1173,169390,863,0,14,43,20313,7.83,93,1187
Gujarat,Junagadh,0,662,191598,1714,0,103,110,19662,17.65,135,765
Gujarat,Anand,0,2445,378177,1860,0,175,39,38232,4.58,120,2620
Gujarat,Bharuch,0,3058,218997,2349,0,3776,3781,92180,2.58,176,6834
Gujarat,Chhotaudepur,89,2087,157547,601,0,12,10,14252,2.37,51,2149
Gujarat,Dahod,254,2662,321372,1452,0,151,58,30888,2.74,77,2813
Gujarat,Mahisagar,0,1927,242371,173,0,54,12,15230,1.46,29,1981
Gujarat,Narmada,0,860,124899,239,0,93,21,13133,3.88,37,953
Gujarat,Panchmahal,0,1241,285567,1634,0,68,22,26138,7.72,101,1309
Haryana,Kurukshetra,0,43,133811,651,0,933,1271,35452,3.48,34,976
Haryana,Panchkula,0,110,115689,575,0,2017,1605,57926,0.61,13,2127
Haryana,Gurgaon,26,1427,383220,1967,48,5659,9554,247966,3.16,224,7086
Haryana,Jhajjar,0,62,130790,611,0,212,858,39246,5.84,16,274
Haryana,Kaithal,0,642,105179,796,0,133,836,41892,9.68,75,775
Haryana,Hisar,0,123,159669,555,0,0,1426,55757,13.82,17,123
Haryana,Rohtak,0,545,132065,624,0,515,1072,46241,4.72,50,1060
Haryana,Ambala,0,285,215718,681,0,2599,2936,102042,2.29,66,2884
Haryana,Sirsa,0,125,172806,630,0,1,871,42107,11.11,14,126
Haryana,Panipat,0,118,129702,501,0,16,1145,46719,19.4,26,134
Haryana,Fatehabad,0,634,97819,753,0,774,1279,36880,5.11,72,1408
Haryana,Yamunanagar,0,158,169263,872,0,6,754,45625,9.76,16,164
Haryana,Sonipat,160,1113,209909,1399,0,754,1752,72807,3.37,63,1867
Haryana,Faridabad,0,124,315647,1487,0,858,4830,129809,3.87,38,982
Haryana,Bhiwani,176,173,145814,792,0,198,1149,41421,10.51,39,371
Haryana,Charkhi Dadri,0,0,96081,778,0,253,703,25697,2.77,7,253
Haryana,Rewari,0,608,141028,1031,0,118,1128,42127,4.68,34,726
Haryana,Karnal,0,280,211530,1171,0,1113,1438,66698,2.66,37,1393
Haryana,Jind,0,0,123029,663,0,0,901,37528,0.0,0,0
Haryana,Nuh,0,429,40104,529,0,71,812,27106,6.0,30,500
Haryana,Mahendragarh,0,293,137907,1043,0,95,845,39161,8.25,32,388
Haryana,Palwal,0,96,138140,497,0,395,1407,52395,12.02,59,491
Himachal Pradesh,Shimla,0,39,214857,392,0,9,923,32161,25.0,12,48
Himachal Pradesh,Solan,13,233,131639,841,0,514,1192,26444,5.76,43,747
Himachal Pradesh,Lahaul Spiti,0,0,8096,3,0,0,31,1207,0.0,0,0
Himachal Pradesh,Kullu,0,0,105611,182,0,0,526,12605,0.0,0,0
Himachal Pradesh,Sirmaur,0,39,87932,308,0,316,858,17449,7.04,25,355
Himachal Pradesh,Kangra,0,0,388377,1541,0,0,1530,41314,0.0,0,0
Himachal Pradesh,Chamba,0,0,112232,590,0,0,596,15701,0.0,0,0
Himachal Pradesh,Mandi,0,12,276680,435,0,51,996,28553,42.86,27,63
Himachal Pradesh,Kinnaur,0,0,23773,100,0,0,142,4290,0.0,0,0
Himachal Pradesh,Hamirpur,0,7,159007,155,0,1,441,12840,25.0,2,8
Himachal Pradesh,Una,0,60,147420,491,0,27,602,14626,37.93,33,87
Himachal Pradesh,Bilaspur,0,15,123078,167,0,4,391,11380,5.26,1,19
Jammu & Kashmir,Srinagar,431,930,135716,1916,0,1733,3336,76288,4.02,107,2663
Jammu & Kashmir,Kulgam,0,702,87339,946,0,8,14,7572,19.72,140,710
Jammu & Kashmir,Shopian,0,0,64043,22,0,0,1,4412,0.0,0,0
Jammu & Kashmir,Bandipore,0,1331,75056,983,0,7,17,7575,11.36,152,1338
Jammu & Kashmir,Anantnag,49,873,147734,1561,200,3627,1553,24015,6.0,270,4500
Jammu & Kashmir,Baramulla,1507,692,195537,1297,0,1057,2734,37525,4.63,81,1749
Jammu & Kashmir,Kupwara,0,573,75188,1209,0,49,48,12870,9.32,58,622
Jammu & Kashmir,Pulwama,0,800,98680,1607,0,89,122,15279,2.36,21,889
Jammu & Kashmir,Ganderbal,0,0,71272,112,0,0,8,6000,0.0,0,0
Jammu & Kashmir,Budgam,160,183,143176,577,0,1892,1945,31039,3.61,75,2075
Jammu & Kashmir,Jammu,194,0,389966,467,0,0,5018,99563,0.0,0,0
Jammu & Kashmir,Kishtwar,548,95,43464,299,0,9,71,8153,5.77,6,104
Jammu & Kashmir,Doda,2120,386,71454,708,0,2,18,8496,5.67,22,388
Jammu & Kashmir,Udhampur,0,66,111591,528,0,336,3219,36238,6.97,28,402
Jammu & Kashmir,Kathua,2798,274,127194,534,0,148,3101,32984,11.37,48,422
Jammu & Kashmir,Ramban,596,47,62236,436,49,1,28,7521,25.0,12,48
Jammu & Kashmir,Samba,0,16,83641,86,0,10,56,10479,15.38,4,26
Jammu & Kashmir,Rajouri,5246,453,99945,953,0,834,3184,33691,11.11,143,1287
Jammu & Kashmir,Poonch,549,605,93806,1025,0,8,17,8534,9.3,57,613
Jammu & Kashmir,Reasi,0,119,64152,735,0,2,111,9649,15.7,19,121
Jharkhand,Ranchi,0,717,237906,482,0,3744,3838,106557,6.25,279,4461
Jharkhand,Koderma,0,496,61525,119,0,970,956,19342,6.41,94,1466
Jharkhand,Bokaro,0,594,146757,233,0,301,506,50741,2.79,25,895
Jharkhand,Garhwa,2295,451,82285,398,10679,1679,1300,35179,5.16,110,2130
Jharkhand,Latehar,644,38,48629,47,1497,485,433,23807,10.9,57,523
Jharkhand,Chatra,0,169,75324,155,0,17,333,23430,34.41,64,186
Jharkhand,Palamu,181,192,168556,346,99,332,1358,45728,8.78,46,524
Jharkhand,East Singhbhum,0,1462,263115,824,0,1079,1508,72060,1.93,49,2541
Jharkhand,Seraikela Kharsawan,31,389,90062,315,0,11,417,26902,5.0,20,400
Jharkhand,Simdega,1730,66,46351,57,5709,876,503,17763,6.16,58,942
Jharkhand,Lohardaga,33,37,44255,25,214,497,474,14261,3.0,16,534
Jharkhand,Gumla,498,212,85900,157,400,679,622,22730,3.25,29,891
Jharkhand,Khunti,525,76,52665,55,30,196,516,24276,13.97,38,272
Jharkhand,Deoghar,5124,724,84192,1226,0,260,1012,47637,11.79,116,984
Jharkhand,Ramgarh,247,263,78257,208,0,194,331,32193,7.22,33,457
Jharkhand,Hazaribagh,562,1171,136425,296,0,1050,1445,53639,5.81,129,2221
Jharkhand,Giridih,0,205,153925,181,0,11,951,49576,11.11,24,216
Jharkhand,Dhanbad,0,689,225952,368,0,283,978,60992,3.91,38,972
Jharkhand,Dumka,31,151,105565,259,76,686,933,35595,1.55,13,837
Jharkhand,Jamtara,983,253,63391,218,263,755,788,24098,7.14,72,1008
Jharkhand,Sahebganj,197,165,49432,317,0,753,802,24817,6.75,62,918
Jharkhand,Pakur,26,374,61852,436,1880,719,721,24097,2.47,27,1093
Jharkhand,Godda,442,489,74202,291,0,302,720,29148,16.31,129,791
Jharkhand,West Singhbhum,682,78,111573,75,193,1187,981,37056,5.93,75,1265
Karnataka,Belgaum,1186,1015,528939,2289,0,685,2282,75522,8.24,140,1700
Karnataka,Bangalore Urban,0,1233,208718,1785,0,3500,5483,88376,3.53,167,4733
Karnataka,Mysore,0,651,635485,1652,0,2237,3495,85052,4.92,142,2888
Karnataka,Gulbarga,0,608,203109,988,0,995,2570,51325,12.91,207,1603
Karnataka,Chitradurga,3433,427,267836,2874,0,679,1126,26964,3.98,44,1106
Karnataka,Dakshina Kannada,0,765,263295,2564,0,664,2391,68213,4.27,61,1429
Karnataka,Bagalkot,0,1660,248625,2044,0,440,1073,36538,15.24,320,2100
Karnataka,Chamarajanagar,0,487,147455,853,0,467,685,17334,13.21,126,954
Karnataka,Bidar,0,665,200584,1259,0,3635,2286,42938,4.65,200,4300
Karnataka,Chikamagalur,0,1219,194522,1688,0,1104,918,21948,4.61,107,2323
Karnataka,Bellary,347,117,382200,1428,0,1387,2039,47348,1.06,16,1504
Karnataka,Davanagere,25,280,206634,2240,0,211,1454,32009,7.94,39,491
Karnataka,Bangalore Rural,0,816,145794,1277,0,594,1417,33037,9.22,130,1410
Karnataka,Kolar,0,474,205036,2076,0,3566,11188,105634,5.69,230,4040
Karnataka,Dharwad,0,519,218649,545,0,479,1539,41505,5.21,52,998
Karnataka,Haveri,0,416,131847,402,0,145,599,17561,8.73,49,561
Karnataka,Gadag,272,441,149255,791,0,517,975,22613,19.0,182,958
Karnataka,Uttar Kannada,0,640,210469,605,0,1510,1633,36299,5.58,120,2150
Karnataka,Koppal,104,207,200191,723,0,616,1421,27761,13.0,107,823
Karnataka,Kodagu,0,211,96715,871,0,256,1030,17578,15.63,73,467
Karnataka,Raichur,0,258,165362,208,0,1787,2356,35257,8.07,165,2045
Karnataka,Yadgir,4129,210,128949,725,0,341,947,17804,14.34,79,551
Karnataka,Udupi,0,139,208352,2510,0,41,2597,43283,22.22,40,180
Karnataka,Shimoga,0,1661,246625,1877,0,720,1509,40296,5.0,119,2381
Karnataka,Tumkur,47,699,386675,3480,0,654,2925,53541,13.82,187,1353
Karnataka,Hassan,0,712,288529,1292,0,691,2602,48007,9.05,127,1403
Karnataka,Mandya,0,1027,277748,1871,0,286,1589,33466,5.86,77,1313
Karnataka,Chikkaballapur,0,234,216565,439,0,298,1582,27913,7.14,38,532
Karnataka,Ramanagara,0,211,203302,1223,0,896,1490,25047,6.59,73,1107
Karnataka,Vijayapura,0,496,238082,1063,0,102,817,35373,15.38,92,598
Karnataka,BBMP,3150,10755,1488481,15625,0,26874,53694,754429,2.93,1101,37629
Kerala,Kasaragod,0,898,277239,2534,0,4,859,27716,3.1,28,902
Kerala,Thiruvananthapuram,0,3136,704120,6606,0,4526,4810,129118,1.28,98,7662
Kerala,Kannur,0,139,461965,4607,0,0,2393,63555,0.72,1,139
Kerala,Kollam,144,1687,478763,3543,92,431,2556,68649,1.51,32,2118
Kerala,Wayanad,0,1736,213274,2199,0,1,886,24970,1.9,33,1737
Kerala,Pathanamthitta,0,10,371414,2626,0,0,1234,40917,0.0,0,10
Kerala,Alappuzha,0,807,442615,3727,0,562,1436,47675,2.26,31,1369
Kerala,Malappuram,0,131,496673,3549,0,452,1637,69631,1.2,7,583
Kerala,Thrissur,6,5361,601140,4487,0,3873,2196,69606,1.91,176,9234
Kerala,Kottayam,0,0,417799,3576,0,0,1115,47399,0.0,0,0
Kerala,Kozhikode,0,0,545063,4934,0,0,1877,76096,0.0,0,0
Kerala,Idukki,0,0,230900,2946,0,0,525,24033,0.0,0,0
Kerala,Ernakulam,0,335,696273,6047,0,1164,2419,104100,0.73,11,1499
Kerala,Palakkad,0,52,398226,3579,0,0,1264,58432,15.38,8,52
Ladakh,Kargil,0,0,28312,39,0,0,1196,20312,0.0,0,0
Ladakh,Leh,0,0,37474,13,0,20,1891,30735,0.0,0,20
Lakshadweep,Lakshadweep,78,3,19881,40,0,24,205,5867,85.19,23,27
Madhya Pradesh,Bhopal,0,0,392657,1048,0,0,11352,246996,0.0,0,0
Madhya Pradesh,Gwalior,0,0,265913,504,0,0,6404,126659,0.0,0,0
Madhya Pradesh,Indore,0,76,608799,1920,0,499,18455,315284,2.61,15,575
Madhya Pradesh,Jabalpur,0,0,355763,1026,0,0,7794,143489,0.0,0,0
Madhya Pradesh,Rewa,0,0,257226,377,0,0,2932,62037,0.0,0,0
Madhya Pradesh,Sagar,2285,177,317048,336,0,516,3530,62427,5.34,37,693
Madhya Pradesh,Ujjain,47,258,276466,735,0,8,4946,89910,1.5,4,266
Madhya Pradesh,Mandsaur,0,139,102593,437,0,2405,1454,26740,0.24,6,2544
Madhya Pradesh,Agar,0,0,39725,131,0,0,746,14621,0.0,0,0
Madhya Pradesh,Shajapur,503,101,82625,148,0,1193,1230,22500,4.33,56,1294
Madhya Pradesh,Ratlam,0,10,120460,672,0,798,1687,34183,2.72,22,808
Madhya Pradesh,Neemuch,0,0,77765,416,0,0,1019,26779,0.0,0,0
Madhya Pradesh,Dewas,0,0,129986,224,0,0,2195,38776,0.0,0,0
Madhya Pradesh,Tikamgarh,0,0,106663,66,0,0,960,25500,0.0,0,0
Madhya Pradesh,Panna,0,0,51568,91,0,0,655,18372,0.0,0,0
Madhya Pradesh,Damoh,0,0,81278,148,0,0,1106,24427,0.0,0,0
Madhya Pradesh,Chhatarpur,0,0,140721,261,0,0,1501,31115,0.0,0,0
Madhya Pradesh,Umaria,23,0,47498,134,0,0,449,12275,0.0,0,0
Madhya Pradesh,Singrauli,0,0,80745,73,0,0,1091,22272,0.0,0,0
Madhya Pradesh,Sidhi,0,0,75968,82,0,0,872,19814,0.0,0,0
Madhya Pradesh,Shahdol,0,216,126110,111,0,1795,2478,35318,2.44,49,2011
Madhya Pradesh,Satna,0,6,182785,185,0,1,2135,47795,42.86,3,7
Madhya Pradesh,Anuppur,0,0,57174,41,0,0,774,16233,0.0,0,0
Madhya Pradesh,Mandla,0,0,78179,98,0,0,927,22153,0.0,0,0
Madhya Pradesh,Dindori,0,0,58544,118,0,0,402,12735,0.0,0,0
Madhya Pradesh,Chhindwara,0,0,158100,339,0,0,2027,46278,0.0,0,0
Madhya Pradesh,Balaghat,0,0,161257,302,0,0,2053,41778,0.0,0,0
